"","occ_code","occ_title","occ_group","tot_emp","emp_prse","year"
"20250","49-2022","Telecommunications Equipment Installers and Repairers, Except Line Installers","detailed",208480,1.9,2019
"20251","49-2090","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","broad",236500,1.5,2019
"20252","49-2091","Avionics Technicians","detailed",21750,7.3,2019
"20253","49-2092","Electric Motor, Power Tool, and Related Repairers","detailed",15890,5.3,2019
"20254","49-2093","Electrical and Electronics Installers and Repairers, Transportation Equipment","detailed",9790,5.7,2019
"20255","49-2094","Electrical and Electronics Repairers, Commercial and Industrial Equipment","detailed",58930,2.8,2019
"20256","49-2095","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","detailed",22650,2.9,2019
"20257","49-2096","Electronic Equipment Installers and Repairers, Motor Vehicles","detailed",10310,9.1,2019
"20258","49-2097","Audiovisual Equipment Installers and Repairers","detailed",25590,5.4,2019
"20259","49-2098","Security and Fire Alarm Systems Installers","detailed",71600,2.5,2019
"20260","49-3000","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","minor",1638920,0.4,2019
"20261","49-3010","Aircraft Mechanics and Service Technicians","broad",133310,1.6,2019
"20262","49-3011","Aircraft Mechanics and Service Technicians","detailed",133310,1.6,2019
"20263","49-3020","Automotive Technicians and Repairers","broad",818920,0.6,2019
"20264","49-3021","Automotive Body and Related Repairers","detailed",144180,1.3,2019
"20265","49-3022","Automotive Glass Installers and Repairers","detailed",19410,6.2,2019
"20266","49-3023","Automotive Service Technicians and Mechanics","detailed",655330,0.7,2019
"20267","49-3030","Bus and Truck Mechanics and Diesel Engine Specialists","broad",266330,1.1,2019
"20268","49-3031","Bus and Truck Mechanics and Diesel Engine Specialists","detailed",266330,1.1,2019
"20269","49-3040","Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics","broad",210020,1.2,2019
"20270","49-3041","Farm Equipment Mechanics and Service Technicians","detailed",36290,2.2,2019
"20271","49-3042","Mobile Heavy Equipment Mechanics, Except Engines","detailed",147800,1.3,2019
"20272","49-3043","Rail Car Repairers","detailed",25930,6,2019
"20273","49-3050","Small Engine Mechanics","broad",70690,1.9,2019
"20274","49-3051","Motorboat Mechanics and Service Technicians","detailed",22940,3.9,2019
"20275","49-3052","Motorcycle Mechanics","detailed",15590,3.6,2019
"20276","49-3053","Outdoor Power Equipment and Other Small Engine Mechanics","detailed",32160,2.8,2019
"20277","49-3090","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","broad",139640,2.2,2019
"20278","49-3091","Bicycle Repairers","detailed",13190,8.3,2019
"20279","49-3092","Recreational Vehicle Service Technicians","detailed",15580,5.1,2019
"20280","49-3093","Tire Repairers and Changers","detailed",110880,2.5,2019
"20281","49-9000","Other Installation, Maintenance, and Repair Occupations","minor",3031220,0.4,2019
"20282","49-9010","Control and Valve Installers and Repairers","broad",75320,2.7,2019
"20283","49-9011","Mechanical Door Repairers","detailed",23050,5.3,2019
"20284","49-9012","Control and Valve Installers and Repairers, Except Mechanical Door","detailed",52270,3.1,2019
"20285","49-9020","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","broad",342040,1.3,2019
"20286","49-9021","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","detailed",342040,1.3,2019
"20287","49-9030","Home Appliance Repairers","broad",31100,4,2019
"20288","49-9031","Home Appliance Repairers","detailed",31100,4,2019
"20289","49-9040","Industrial Machinery Installation, Repair, and Maintenance Workers","broad",508660,0.8,2019
"20290","49-9041","Industrial Machinery Mechanics","detailed",387630,0.9,2019
"20291","49-9043","Maintenance Workers, Machinery","detailed",72890,1.6,2019
"20292","49-9044","Millwrights","detailed",47320,3.1,2019
"20293","49-9045","Refractory Materials Repairers, Except Brickmasons","detailed",820,12.6,2019
"20294","49-9050","Line Installers and Repairers","broad",232560,1.6,2019
"20295","49-9051","Electrical Power-Line Installers and Repairers","detailed",111660,1.6,2019
"20296","49-9052","Telecommunications Line Installers and Repairers","detailed",120900,2.8,2019
"20297","49-9060","Precision Instrument and Equipment Repairers","broad",71360,2,2019
"20298","49-9061","Camera and Photographic Equipment Repairers","detailed",3620,10.4,2019
"20299","49-9062","Medical Equipment Repairers","detailed",46370,2.5,2019
"20300","49-9063","Musical Instrument Repairers and Tuners","detailed",8020,7.2,2019
"20301","49-9064","Watch and Clock Repairers","detailed",2780,12.9,2019
"20302","49-9069","Precision Instrument and Equipment Repairers, All Other","detailed",10570,4.4,2019
"20303","49-9070","Maintenance and Repair Workers, General","broad",1418990,0.4,2019
"20304","49-9071","Maintenance and Repair Workers, General","detailed",1418990,0.4,2019
"20305","49-9080","Wind Turbine Service Technicians","broad",5960,10.2,2019
"20306","49-9081","Wind Turbine Service Technicians","detailed",5960,10.2,2019
"20307","49-9090","Miscellaneous Installation, Maintenance, and Repair Workers","broad",345230,1.2,2019
"20308","49-9091","Coin, Vending, and Amusement Machine Servicers and Repairers","detailed",31370,3,2019
"20309","49-9092","Commercial Divers","detailed",3420,11.8,2019
"20310","49-9094","Locksmiths and Safe Repairers","detailed",17010,4.7,2019
"20311","49-9095","Manufactured Building and Mobile Home Installers","detailed",2810,10.8,2019
"20312","49-9096","Riggers","detailed",23000,4.1,2019
"20313","49-9097","Signal and Track Switch Repairers","detailed",6860,7,2019
"20314","49-9098","Helpers--Installation, Maintenance, and Repair Workers","detailed",99460,1.8,2019
"20315","49-9099","Installation, Maintenance, and Repair Workers, All Other","detailed",161290,2.1,2019
"20316","51-0000","Production Occupations","major",9158980,0.3,2019
"20317","51-1000","Supervisors of Production Workers","minor",631100,0.4,2019
"20318","51-1010","First-Line Supervisors of Production and Operating Workers","broad",631100,0.4,2019
"20319","51-1011","First-Line Supervisors of Production and Operating Workers","detailed",631100,0.4,2019
"20320","51-2000","Assemblers and Fabricators","minor",1856870,0.7,2019
"20321","51-2010","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","broad",42940,5.3,2019
"20322","51-2011","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","detailed",42940,5.3,2019
"20323","51-2020","Electrical, Electronics, and Electromechanical Assemblers","broad",297880,1.6,2019
"20324","51-2021","Coil Winders, Tapers, and Finishers","detailed",12690,6,2019
"20325","51-2028","Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","detailed",285190,1.6,2019
"20326","51-2030","Engine and Other Machine Assemblers","broad",45980,4.9,2019
"20327","51-2031","Engine and Other Machine Assemblers","detailed",45980,4.9,2019
"20328","51-2040","Structural Metal Fabricators and Fitters","broad",76890,2.4,2019
"20329","51-2041","Structural Metal Fabricators and Fitters","detailed",76890,2.4,2019
"20330","51-2050","Fiberglass Laminators and Fabricators","broad",20010,5.3,2019
"20331","51-2051","Fiberglass Laminators and Fabricators","detailed",20010,5.3,2019
"20332","51-2060","Timing Device Assemblers and Adjusters","broad",1260,10.5,2019
"20333","51-2061","Timing Device Assemblers and Adjusters","detailed",1260,10.5,2019
"20334","51-2090","Miscellaneous Assemblers and Fabricators","detailed",1371920,0.9,2019
"20335","51-2090","Miscellaneous Assemblers and Fabricators","broad",1371920,0.9,2019
"20336","51-3000","Food Processing Workers","minor",802290,1,2019
"20337","51-3010","Bakers","broad",184990,1.7,2019
"20338","51-3011","Bakers","detailed",184990,1.7,2019
"20339","51-3020","Butchers and Other Meat, Poultry, and Fish Processing Workers","broad",364150,1.7,2019
"20340","51-3021","Butchers and Meat Cutters","detailed",136770,2.1,2019
"20341","51-3022","Meat, Poultry, and Fish Cutters and Trimmers","detailed",153990,3,2019
"20342","51-3023","Slaughterers and Meat Packers","detailed",73390,3.2,2019
"20343","51-3090","Miscellaneous Food Processing Workers","broad",253140,1.5,2019
"20344","51-3091","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","detailed",20830,3.5,2019
"20345","51-3092","Food Batchmakers","detailed",159390,1.9,2019
"20346","51-3093","Food Cooking Machine Operators and Tenders","detailed",30030,4,2019
"20347","51-3099","Food Processing Workers, All Other","detailed",42890,3.7,2019
"20348","51-4000","Metal Workers and Plastic Workers","minor",1825170,0.5,2019
"20349","51-4020","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","broad",125730,2.9,2019
"20350","51-4021","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",76940,2.4,2019
"20351","51-4022","Forging Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",16320,4.8,2019
"20352","51-4023","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",32470,9.5,2019
"20353","51-4030","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","broad",329530,1.1,2019
"20354","51-4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",195040,1.4,2019
"20355","51-4032","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed",10870,5.4,2019
"20356","51-4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed",76810,2,2019
"20357","51-4034","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed",28070,3.5,2019
"20358","51-4035","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",18730,6.5,2019
"20359","51-4040","Machinists","broad",383470,1,2019
"20360","51-4041","Machinists","detailed",383470,1,2019
"20361","51-4050","Metal Furnace Operators, Tenders, Pourers, and Casters","broad",25160,3.8,2019
"20362","51-4051","Metal-Refining Furnace Operators and Tenders","detailed",17150,3.9,2019
"20363","51-4052","Pourers and Casters, Metal","detailed",8010,6.7,2019
"20364","51-4060","Model Makers and Patternmakers, Metal and Plastic","broad",7310,5.2,2019
"20365","51-4061","Model Makers, Metal and Plastic","detailed",4300,7.2,2019
"20366","51-4062","Patternmakers, Metal and Plastic","detailed",3010,7.3,2019
"20367","51-4070","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","broad",190110,1.6,2019
"20368","51-4071","Foundry Mold and Coremakers","detailed",17590,5.2,2019
"20369","51-4072","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",172520,1.7,2019
"20370","51-4080","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","broad",146950,1.9,2019
"20371","51-4081","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed",146950,1.9,2019
"20372","51-4110","Tool and Die Makers","broad",70770,2,2019
"20373","51-4111","Tool and Die Makers","detailed",70770,2,2019
"20374","51-4120","Welding, Soldering, and Brazing Workers","broad",445850,0.9,2019
"20375","51-4121","Welders, Cutters, Solderers, and Brazers","detailed",410750,0.9,2019
"20376","51-4122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","detailed",35110,3.1,2019
"20377","51-4190","Miscellaneous Metal Workers and Plastic Workers","broad",100300,2.2,2019
"20378","51-4191","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","detailed",19560,3.9,2019
"20379","51-4192","Layout Workers, Metal and Plastic","detailed",8150,4.3,2019
"20380","51-4193","Plating Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",41810,3.2,2019
"20381","51-4194","Tool Grinders, Filers, and Sharpeners","detailed",6440,5.2,2019
"20382","51-4199","Metal Workers and Plastic Workers, All Other","detailed",24340,5.7,2019
"20383","51-5100","Printing Workers","minor",249300,1.2,2019
"20384","51-5110","Printing Workers","broad",249300,1.2,2019
"20385","51-5111","Prepress Technicians and Workers","detailed",30270,2.6,2019
"20386","51-5112","Printing Press Operators","detailed",173430,1.4,2019
"20387","51-5113","Print Binding and Finishing Workers","detailed",45600,3.2,2019
"20388","51-6000","Textile, Apparel, and Furnishings Workers","minor",569260,0.9,2019
"20389","51-6010","Laundry and Dry-Cleaning Workers","broad",209330,1.3,2019
"20390","51-6011","Laundry and Dry-Cleaning Workers","detailed",209330,1.3,2019
"20391","51-6020","Pressers, Textile, Garment, and Related Materials","broad",38070,3.3,2019
"20392","51-6021","Pressers, Textile, Garment, and Related Materials","detailed",38070,3.3,2019
"20393","51-6030","Sewing Machine Operators","broad",133410,1.8,2019
"20394","51-6031","Sewing Machine Operators","detailed",133410,1.8,2019
"20395","51-6040","Shoe and Leather Workers","broad",13780,8.5,2019
"20396","51-6041","Shoe and Leather Workers and Repairers","detailed",8760,8.7,2019
"20397","51-6042","Shoe Machine Operators and Tenders","detailed",5020,17.3,2019
"20398","51-6050","Tailors, Dressmakers, and Sewers","broad",28880,6.4,2019
"20399","51-6051","Sewers, Hand","detailed",4770,10.3,2019
"20400","51-6052","Tailors, Dressmakers, and Custom Sewers","detailed",24110,7.4,2019
"20401","51-6060","Textile Machine Setters, Operators, and Tenders","broad",74220,2.2,2019
"20402","51-6061","Textile Bleaching and Dyeing Machine Operators and Tenders","detailed",8690,6,2019
"20403","51-6062","Textile Cutting Machine Setters, Operators, and Tenders","detailed",13210,4.6,2019
"20404","51-6063","Textile Knitting and Weaving Machine Setters, Operators, and Tenders","detailed",21130,4.4,2019
"20405","51-6064","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","detailed",31190,3.2,2019
"20406","51-6090","Miscellaneous Textile, Apparel, and Furnishings Workers","broad",71570,3.2,2019
"20407","51-6091","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","detailed",18230,5.4,2019
"20408","51-6092","Fabric and Apparel Patternmakers","detailed",5870,11.2,2019
"20409","51-6093","Upholsterers","detailed",29420,3.8,2019
"20410","51-6099","Textile, Apparel, and Furnishings Workers, All Other","detailed",18060,8,2019
"20411","51-7000","Woodworkers","minor",253080,1.4,2019
"20412","51-7010","Cabinetmakers and Bench Carpenters","broad",99400,2.1,2019
"20413","51-7011","Cabinetmakers and Bench Carpenters","detailed",99400,2.1,2019
"20414","51-7020","Furniture Finishers","broad",16220,3.6,2019
"20415","51-7021","Furniture Finishers","detailed",16220,3.6,2019
"20416","51-7030","Model Makers and Patternmakers, Wood","broad",1190,22.2,2019
"20417","51-7031","Model Makers, Wood","detailed",810,30.9,2019
"20418","51-7032","Patternmakers, Wood","detailed",370,21.3,2019
"20419","51-7040","Woodworking Machine Setters, Operators, and Tenders","broad",129580,2,2019
